TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Toilet_Inside,Toilet_Inside_Flush_Sewer,Toilet_Inside_Flush_Septic,Toilet_Inside_Flush_Other,Toilet_Inside_Pit_Ventilated,Toilet_Inside_Pit_Open,Toilet_Inside_Open_Drain,Toilet_Inside_Manual,Toilet_Inside_Pig,Toilet_Outside,Toilet_Public,Toilet_None
HH2808,27,525,04241,000000,Sub-District - Tuljapur,Total," 56,801 "," 12,854 "," 1,008 "," 6,657 ", 547 ," 4,262 ", 211 , 96 , -   , 73 ," 43,947 "," 3,913 "," 40,034 "
HH2808,27,525,04241,000000,Sub-District - Tuljapur,Rural," 47,033 "," 7,976 ", 698 ," 2,731 ", 452 ," 3,872 ", 109 , 56 , -   , 58 ," 39,057 "," 2,209 "," 36,848 "
HH2808,27,525,04241,000000,Sub-District - Tuljapur,Urban," 9,768 "," 4,878 ", 310 ," 3,926 ", 95 , 390 , 102 , 40 , -   , 15 ," 4,890 "," 1,704 "," 3,186 "
HH2808,27,525,04241,802849,Tuljapur (M Cl),Urban," 6,427 "," 3,588 ", 239 ," 2,943 ", 49 , 244 , 73 , 37 , -   , 3 ," 2,839 "," 1,582 "," 1,257 "
HH2808,27,525,04241,802850,Naldurg (M Cl),Urban," 3,341 "," 1,290 ", 71 , 983 , 46 , 146 , 29 , 3 , -   , 12 ," 2,051 ", 122 ," 1,929 "
HH2808,27,525,04242,000000,Sub-District - Lohara,Total," 26,208 "," 14,630 ", 488 ," 2,123 ", 514 ," 11,044 ", 176 , 270 , -   , 15 ," 11,578 ", 327 ," 11,251 "
HH2808,27,525,04242,000000,Sub-District - Lohara,Rural," 26,208 "," 14,630 ", 488 ," 2,123 ", 514 ," 11,044 ", 176 , 270 , -   , 15 ," 11,578 ", 327 ," 11,251 "
HH2808,27,525,04242,000000,Sub-District - Lohara,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,525,04243,000000,Sub-District - Umarga,Total," 55,187 "," 18,699 ", 633 ," 7,805 "," 1,297 "," 8,576 ", 308 , 51 , -   , 29 ," 36,488 "," 2,280 "," 34,208 "
HH2808,27,525,04243,000000,Sub-District - Umarga,Rural," 45,056 "," 13,492 ", 470 ," 3,787 "," 1,164 "," 7,719 ", 284 , 39 , -   , 29 ," 31,564 "," 1,152 "," 30,412 "
HH2808,27,525,04243,000000,Sub-District - Umarga,Urban," 10,131 "," 5,207 ", 163 ," 4,018 ", 133 , 857 , 24 , 12 , -   , -   ," 4,924 "," 1,128 "," 3,796 "
HH2808,27,525,04243,802851,Murum (M Cl),Urban," 3,457 "," 1,140 ", 38 , 699 , 61 , 338 , 2 , 2 , -   , -   ," 2,317 ", 374 ," 1,943 "
HH2808,27,525,04243,802852,Umarga (M Cl),Urban," 6,674 "," 4,067 ", 125 ," 3,319 ", 72 , 519 , 22 , 10 , -   , -   ," 2,607 ", 754 ," 1,853 "
HH2808,27,526,00000,000000,District - Solapur,Total," 858,981 "," 355,107 "," 80,647 "," 143,482 "," 7,722 "," 114,386 "," 1,918 "," 5,312 ", 236 ," 1,404 "," 503,874 "," 89,081 "," 414,793 "
HH2808,27,526,00000,000000,District - Solapur,Rural," 583,706 "," 187,414 "," 6,808 "," 64,377 "," 6,499 "," 107,044 "," 1,356 ", 731 , 106 , 493 ," 396,292 "," 21,934 "," 374,358 "
HH2808,27,526,00000,000000,District - Solapur,Urban," 275,275 "," 167,693 "," 73,839 "," 79,105 "," 1,223 "," 7,342 ", 562 ," 4,581 ", 130 , 911 ," 107,582 "," 67,147 "," 40,435 "
HH2808,27,526,04244,000000,Sub-District - Karmala,Total," 53,599 "," 16,367 ", 669 ," 6,330 "," 1,115 "," 7,874 ", 121 , 215 , -   , 43 ," 37,232 "," 3,080 "," 34,152 "
HH2808,27,526,04244,000000,Sub-District - Karmala,Rural," 48,934 "," 13,903 ", 334 ," 4,506 "," 1,106 "," 7,735 ", 114 , 65 , -   , 43 ," 35,031 "," 1,144 "," 33,887 "
HH2808,27,526,04244,000000,Sub-District - Karmala,Urban," 4,665 "," 2,464 ", 335 ," 1,824 ", 9 , 139 , 7 , 150 , -   , -   ," 2,201 "," 1,936 ", 265 
HH2808,27,526,04244,802853,Karmala (M Cl),Urban," 4,665 "," 2,464 ", 335 ," 1,824 ", 9 , 139 , 7 , 150 , -   , -   ," 2,201 "," 1,936 ", 265 
HH2808,27,526,04245,000000,Sub-District - Madha,Total," 66,246 "," 20,797 "," 1,033 "," 10,955 ", 482 ," 8,094 ", 128 , 70 , 14 , 21 ," 45,449 "," 3,899 "," 41,550 "
HH2808,27,526,04245,000000,Sub-District - Madha,Rural," 61,606 "," 18,057 ", 926 ," 8,345 ", 465 ," 8,091 ", 127 , 68 , 14 , 21 ," 43,549 "," 2,750 "," 40,799 "
HH2808,27,526,04245,000000,Sub-District - Madha,Urban," 4,640 "," 2,740 ", 107 ," 2,610 ", 17 , 3 , 1 , 2 , -   , -   ," 1,900 "," 1,149 ", 751 
HH2808,27,526,04245,802854,Kurduvadi (M Cl),Urban," 4,640 "," 2,740 ", 107 ," 2,610 ", 17 , 3 , 1 , 2 , -   , -   ," 1,900 "," 1,149 ", 751 
HH2808,27,526,04246,000000,Sub-District - Barshi,Total," 79,244 "," 30,119 "," 1,925 "," 17,572 ", 887 ," 9,242 ", 214 , 219 , -   , 60 ," 49,125 "," 7,207 "," 41,918 "
HH2808,27,526,04246,000000,Sub-District - Barshi,Rural," 54,814 "," 16,106 ", 781 ," 5,294 ", 694 ," 9,062 ", 107 , 118 , -   , 50 ," 38,708 "," 1,975 "," 36,733 "
HH2808,27,526,04246,000000,Sub-District - Barshi,Urban," 24,430 "," 14,013 "," 1,144 "," 12,278 ", 193 , 180 , 107 , 101 , -   , 10 ," 10,417 "," 5,232 "," 5,185 "
HH2808,27,526,04246,802855,Barshi (M Cl),Urban," 24,430 "," 14,013 "," 1,144 "," 12,278 ", 193 , 180 , 107 , 101 , -   , 10 ," 10,417 "," 5,232 "," 5,185 "
HH2808,27,526,04247,000000,Sub-District - Solapur North,Total," 205,334 "," 127,254 "," 66,730 "," 42,834 ", 879 ," 11,769 ", 445 ," 3,692 ", 130 , 775 ," 78,080 "," 42,239 "," 35,841 "
HH2808,27,526,04247,000000,Sub-District - Solapur North,Rural," 20,363 "," 7,826 ", 267 ," 1,544 ", 108 ," 5,772 ", 53 , 25 , -   , 57 ," 12,537 "," 1,210 "," 11,327 "
HH2808,27,526,04247,000000,Sub-District - Solapur North,Urban," 184,971 "," 119,428 "," 66,463 "," 41,290 ", 771 ," 5,997 ", 392 ," 3,667 ", 130 , 718 ," 65,543 "," 41,029 "," 24,514 "
HH2808,27,526,04247,802856,Solapur (M Corp.) ,Urban," 184,971 "," 119,428 "," 66,463 "," 41,290 ", 771 ," 5,997 ", 392 ," 3,667 ", 130 , 718 ," 65,543 "," 41,029 "," 24,514 "
HH2808,27,526,04248,000000,Sub-District - Mohol,Total," 55,545 "," 20,850 ", 297 ," 6,033 ", 508 ," 13,811 ", 115 , 53 , -   , 33 ," 34,695 "," 1,462 "," 33,233 "
HH2808,27,526,04248,000000,Sub-District - Mohol,Rural," 55,545 "," 20,850 ", 297 ," 6,033 ", 508 ," 13,811 ", 115 , 53 , -   , 33 ," 34,695 "," 1,462 "," 33,233 "
HH2808,27,526,04248,000000,Sub-District - Mohol,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,526,04249,000000,Sub-District - Pandharpur,Total," 85,752 "," 37,384 "," 5,680 "," 13,945 ", 788 ," 15,909 ", 164 , 679 , -   , 219 ," 48,368 "," 7,302 "," 41,066 "
HH2808,27,526,04249,000000,Sub-District - Pandharpur,Rural," 65,850 "," 24,092 ", 949 ," 6,451 ", 696 ," 15,768 ", 129 , 56 , -   , 43 ," 41,758 "," 2,299 "," 39,459 "
HH2808,27,526,04249,000000,Sub-District - Pandharpur,Urban," 19,902 "," 13,292 "," 4,731 "," 7,494 ", 92 , 141 , 35 , 623 , -   , 176 ," 6,610 "," 5,003 "," 1,607 "
HH2808,27,526,04249,802857,Pandharpur (M Cl),Urban," 19,902 "," 13,292 "," 4,731 "," 7,494 ", 92 , 141 , 35 , 623 , -   , 176 ," 6,610 "," 5,003 "," 1,607 "
HH2808,27,526,04250,000000,Sub-District - Malshiras,Total," 97,847 "," 36,464 "," 1,800 "," 23,436 ", 962 ," 9,759 ", 294 , 102 , 53 , 58 ," 61,383 "," 7,650 "," 53,733 "
HH2808,27,526,04250,000000,Sub-District - Malshiras,Rural," 84,676 "," 28,801 "," 1,175 "," 16,796 ", 934 ," 9,428 ", 276 , 81 , 53 , 58 ," 55,875 "," 4,091 "," 51,784 "
HH2808,27,526,04250,000000,Sub-District - Malshiras,Urban," 13,171 "," 7,663 ", 625 ," 6,640 ", 28 , 331 , 18 , 21 , -   , -   ," 5,508 "," 3,559 "," 1,949 "
HH2808,27,526,04250,562511,Natepute (CT),Urban," 3,455 "," 1,851 ", 59 ," 1,705 ", 15 , 71 , -   , 1 , -   , -   ," 1,604 ", 677 , 927 
HH2808,27,526,04250,562512,Akluj (CT),Urban," 8,370 "," 4,589 ", 536 ," 3,764 ", 7 , 254 , 10 , 18 , -   , -   ," 3,781 "," 2,808 ", 973 
HH2808,27,526,04250,562513,Sangramnagar (CT),Urban," 1,346 "," 1,223 ", 30 ," 1,171 ", 6 , 6 , 8 , 2 , -   , -   , 123 , 74 , 49 
HH2808,27,526,04251,000000,Sub-District - Sangole,Total," 64,795 "," 24,141 ", 598 ," 6,452 ", 803 ," 15,850 ", 194 , 128 , 39 , 77 ," 40,654 "," 3,147 "," 37,507 "
HH2808,27,526,04251,000000,Sub-District - Sangole,Rural," 58,008 "," 21,018 ", 440 ," 3,753 ", 782 ," 15,618 ", 193 , 118 , 39 , 75 ," 36,990 "," 1,747 "," 35,243 "
HH2808,27,526,04251,000000,Sub-District - Sangole,Urban," 6,787 "," 3,123 ", 158 ," 2,699 ", 21 , 232 , 1 , 10 , -   , 2 ," 3,664 "," 1,400 "," 2,264 "
HH2808,27,526,04251,802858,Sangole (M Cl),Urban," 6,787 "," 3,123 ", 158 ," 2,699 ", 21 , 232 , 1 , 10 , -   , 2 ," 3,664 "," 1,400 "," 2,264 "
HH2808,27,526,04252,000000,Sub-District - Mangalvedhe,Total," 41,175 "," 14,967 ", 399 ," 2,883 ", 633 ," 10,892 ", 55 , 34 , -   , 71 ," 26,208 "," 3,420 "," 22,788 "
HH2808,27,526,04252,000000,Sub-District - Mangalvedhe,Rural," 36,750 "," 13,306 ", 306 ," 1,585 ", 620 ," 10,637 ", 54 , 33 , -   , 71 ," 23,444 "," 1,173 "," 22,271 "
HH2808,27,526,04252,000000,Sub-District - Mangalvedhe,Urban," 4,425 "," 1,661 ", 93 ," 1,298 ", 13 , 255 , 1 , 1 , -   , -   ," 2,764 "," 2,247 ", 517 
HH2808,27,526,04252,802859,Mangalvedhe (M Cl),Urban," 4,425 "," 1,661 ", 93 ," 1,298 ", 13 , 255 , 1 , 1 , -   , -   ," 2,764 "," 2,247 ", 517 
HH2808,27,526,04253,000000,Sub-District - Solapur South,Total," 49,793 "," 13,066 ", 898 ," 6,331 ", 339 ," 5,348 ", 65 , 52 , -   , 33 ," 36,727 "," 2,560 "," 34,167 "
HH2808,27,526,04253,000000,Sub-District - Solapur South,Rural," 49,793 "," 13,066 ", 898 ," 6,331 ", 339 ," 5,348 ", 65 , 52 , -   , 33 ," 36,727 "," 2,560 "," 34,167 "
HH2808,27,526,04253,000000,Sub-District - Solapur South,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,526,04254,000000,Sub-District - Akkalkot,Total," 59,651 "," 13,698 ", 618 ," 6,711 ", 326 ," 5,838 ", 123 , 68 , -   , 14 ," 45,953 "," 7,115 "," 38,838 "
HH2808,27,526,04254,000000,Sub-District - Akkalkot,Rural," 47,367 "," 10,389 ", 435 ," 3,739 ", 247 ," 5,774 ", 123 , 62 , -   , 9 ," 36,978 "," 1,523 "," 35,455 "
HH2808,27,526,04254,000000,Sub-District - Akkalkot,Urban," 12,284 "," 3,309 ", 183 ," 2,972 ", 79 , 64 , -   , 6 , -   , 5 ," 8,975 "," 5,592 "," 3,383 "
HH2808,27,526,04254,802860,Akkalkot (M Cl),Urban," 7,840 "," 2,741 ", 144 ," 2,478 ", 68 , 45 , -   , 5 , -   , 1 ," 5,099 "," 4,370 ", 729 
HH2808,27,526,04254,802861,Maindargi (M Cl),Urban," 2,455 ", 316 , 21 , 272 , 7 , 12 , -   , 1 , -   , 3 ," 2,139 ", 305 ," 1,834 "
HH2808,27,526,04254,802862,Dudhani (M Cl),Urban," 1,989 ", 252 , 18 , 222 , 4 , 7 , -   , -   , -   , 1 ," 1,737 ", 917 , 820 
HH2808,27,527,00000,000000,District - Satara,Total," 639,999 "," 455,235 "," 32,828 "," 227,042 "," 9,967 "," 182,203 "," 1,020 "," 1,433 ", 294 , 448 ," 184,764 "," 100,196 "," 84,568 "
HH2808,27,527,00000,000000,District - Satara,Rural," 518,187 "," 363,338 "," 15,257 "," 156,923 "," 9,519 "," 178,943 ", 931 ," 1,074 ", 294 , 397 ," 154,849 "," 77,047 "," 77,802 "
HH2808,27,527,00000,000000,District - Satara,Urban," 121,812 "," 91,897 "," 17,571 "," 70,119 ", 448 ," 3,260 ", 89 , 359 , -   , 51 ," 29,915 "," 23,149 "," 6,766 "
HH2808,27,527,04255,000000,Sub-District - Mahabaleshwar,Total," 14,184 "," 12,457 ", 695 ," 6,145 ", 492 ," 5,013 ", 33 , 48 , -   , 31 ," 1,727 "," 1,298 ", 429 
HH2808,27,527,04255,000000,Sub-District - Mahabaleshwar,Rural," 9,692 "," 8,836 ", 76 ," 3,394 ", 426 ," 4,910 ", 18 , 11 , -   , 1 , 856 , 586 , 270 
HH2808,27,527,04255,000000,Sub-District - Mahabaleshwar,Urban," 4,492 "," 3,621 ", 619 ," 2,751 ", 66 , 103 , 15 , 37 , -   , 30 , 871 , 712 , 159 
HH2808,27,527,04255,802863,Mahabaleshwar (M Cl),Urban," 2,237 "," 1,787 ", 317 ," 1,281 ", 56 , 82 , 14 , 37 , -   , -   , 450 , 393 , 57 
HH2808,27,527,04255,802864,Panchgani (M Cl),Urban," 2,255 "," 1,834 ", 302 ," 1,470 ", 10 , 21 , 1 , -   , -   , 30 , 421 , 319 , 102 
HH2808,27,527,04256,000000,Sub-District - Wai,Total," 42,989 "," 33,193 "," 1,397 "," 19,049 ", 670 ," 11,932 ", 95 , 38 , -   , 12 ," 9,796 "," 7,296 "," 2,500 "
HH2808,27,527,04256,000000,Sub-District - Wai,Rural," 35,255 "," 27,896 ", 898 ," 14,477 ", 666 ," 11,720 ", 94 , 30 , -   , 11 ," 7,359 "," 4,996 "," 2,363 "
HH2808,27,527,04256,000000,Sub-District - Wai,Urban," 7,734 "," 5,297 ", 499 ," 4,572 ", 4 , 212 , 1 , 8 , -   , 1 ," 2,437 "," 2,300 ", 137 
HH2808,27,527,04256,802865,Wai (M Cl),Urban," 7,580 "," 5,145 ", 490 ," 4,429 ", 4 , 212 , 1 , 8 , -   , 1 ," 2,435 "," 2,300 ", 135 
HH2808,27,527,04256,563165,Songirwadi (Rural) (CT),Urban, 154 , 152 , 9 , 143 , -   , -   , -   , -   , -   , -   , 2 , -   , 2 
HH2808,27,527,04257,000000,Sub-District - Khandala,Total," 29,144 "," 19,819 ", 722 ," 12,567 ", 683 ," 5,787 ", 19 , 37 , -   , 4 ," 9,325 "," 7,613 "," 1,712 "
HH2808,27,527,04257,000000,Sub-District - Khandala,Rural," 25,228 "," 17,141 ", 701 ," 10,305 ", 631 ," 5,481 ", 11 , 8 , -   , 4 ," 8,087 "," 6,378 "," 1,709 "
HH2808,27,527,04257,000000,Sub-District - Khandala,Urban," 3,916 "," 2,678 ", 21 ," 2,262 ", 52 , 306 , 8 , 29 , -   , -   ," 1,238 "," 1,235 ", 3 
HH2808,27,527,04257,563232,Lonand (CT),Urban," 3,916 "," 2,678 ", 21 ," 2,262 ", 52 , 306 , 8 , 29 , -   , -   ," 1,238 "," 1,235 ", 3 
HH2808,27,527,04258,000000,Sub-District - Phaltan,Total," 70,553 "," 40,001 "," 1,208 "," 20,082 ", 975 ," 17,555 ", 101 , 46 , -   , 34 ," 30,552 "," 13,966 "," 16,586 "
HH2808,27,527,04258,000000,Sub-District - Phaltan,Rural," 57,547 "," 31,411 ", 780 ," 12,016 ", 960 ," 17,488 ", 96 , 41 , -   , 30 ," 26,136 "," 10,403 "," 15,733 "
HH2808,27,527,04258,000000,Sub-District - Phaltan,Urban," 13,006 "," 8,590 ", 428 ," 8,066 ", 15 , 67 , 5 , 5 , -   , 4 ," 4,416 "," 3,563 ", 853 
HH2808,27,527,04258,802866,Phaltan (M Cl),Urban," 11,280 "," 7,171 ", 387 ," 6,729 ", 12 , 31 , 4 , 4 , -   , 4 ," 4,109 "," 3,560 ", 549 
HH2808,27,527,04258,563358,Kolki (CT),Urban," 1,726 "," 1,419 ", 41 ," 1,337 ", 3 , 36 , 1 , 1 , -   , -   , 307 , 3 , 304 
HH2808,27,527,04259,000000,Sub-District - Man,Total," 47,380 "," 26,190 ", 696 ," 5,806 ", 419 ," 19,058 ", 152 , 48 , -   , 11 ," 21,190 "," 5,479 "," 15,711 "
HH2808,27,527,04259,000000,Sub-District - Man,Rural," 42,593 "," 24,821 ", 532 ," 4,679 ", 414 ," 18,987 ", 151 , 47 , -   , 11 ," 17,772 "," 3,857 "," 13,915 "
HH2808,27,527,04259,000000,Sub-District - Man,Urban," 4,787 "," 1,369 ", 164 ," 1,127 ", 5 , 71 , 1 , 1 , -   , -   ," 3,418 "," 1,622 "," 1,796 "
HH2808,27,527,04259,802867,Mhaswad (M Cl),Urban," 4,787 "," 1,369 ", 164 ," 1,127 ", 5 , 71 , 1 , 1 , -   , -   ," 3,418 "," 1,622 "," 1,796 "
HH2808,27,527,04260,000000,Sub-District - Khatav,Total," 59,534 "," 39,641 "," 1,328 "," 11,392 "," 1,024 "," 25,628 ", 160 , 98 , -   , 11 ," 19,893 "," 5,192 "," 14,701 "
HH2808,27,527,04260,000000,Sub-District - Khatav,Rural," 59,534 "," 39,641 "," 1,328 "," 11,392 "," 1,024 "," 25,628 ", 160 , 98 , -   , 11 ," 19,893 "," 5,192 "," 14,701 "
HH2808,27,527,04260,000000,Sub-District - Khatav,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,527,04261,000000,Sub-District - Koregaon,Total," 53,927 "," 35,541 "," 1,503 "," 17,134 ", 497 ," 16,197 ", 79 , 47 , 65 , 19 ," 18,386 "," 14,512 "," 3,874 "
HH2808,27,527,04261,000000,Sub-District - Koregaon,Rural," 45,247 "," 30,619 "," 1,012 "," 12,936 ", 471 ," 16,002 ", 71 , 44 , 65 , 18 ," 14,628 "," 11,139 "," 3,489 "
HH2808,27,527,04261,000000,Sub-District - Koregaon,Urban," 8,680 "," 4,922 ", 491 ," 4,198 ", 26 , 195 , 8 , 3 , -   , 1 ," 3,758 "," 3,373 ", 385 
HH2808,27,527,04261,802868,Rahimatpur (M Cl),Urban," 3,393 "," 1,585 ", 60 ," 1,453 ", 4 , 65 , 1 , 2 , -   , -   ," 1,808 "," 1,643 ", 165 
HH2808,27,527,04261,563744,Koregaon (CT),Urban," 5,287 "," 3,337 ", 431 ," 2,745 ", 22 , 130 , 7 , 1 , -   , 1 ," 1,950 "," 1,730 ", 220 
HH2808,27,527,04262,000000,Sub-District - Satara,Total," 111,406 "," 87,353 "," 7,364 "," 59,229 "," 1,232 "," 19,291 ", 45 , 159 , -   , 33 ," 24,053 "," 18,274 "," 5,779 "
HH2808,27,527,04262,000000,Sub-District - Satara,Rural," 63,620 "," 47,973 "," 2,483 "," 26,074 "," 1,128 "," 18,105 ", 37 , 114 , -   , 32 ," 15,647 "," 11,291 "," 4,356 "
HH2808,27,527,04262,000000,Sub-District - Satara,Urban," 47,786 "," 39,380 "," 4,881 "," 33,155 ", 104 ," 1,186 ", 8 , 45 , -   , 1 ," 8,406 "," 6,983 "," 1,423 "
HH2808,27,527,04262,802869,Satara (M Cl),Urban," 27,056 "," 21,020 "," 3,603 "," 16,596 ", 57 , 750 , 4 , 9 , -   , 1 ," 6,036 "," 5,494 ", 542 
HH2808,27,527,04262,563956,Khed (CT),Urban," 2,990 "," 2,186 ", 90 ," 2,061 ", 7 , 27 , -   , 1 , -   , -   , 804 , 602 , 202 
HH2808,27,527,04262,563957,Karanje Tarf Satara (CT),Urban," 6,489 "," 5,605 ", 413 ," 5,119 ", 9 , 63 , -   , 1 , -   , -   , 884 , 356 , 528 
HH2808,27,527,04262,563958,Godoli (CT),Urban," 5,098 "," 4,884 ", 348 ," 4,492 ", 29 , 11 , 2 , 2 , -   , -   , 214 , 143 , 71 
HH2808,27,527,04262,563959,Kodoli (CT),Urban," 6,153 "," 5,685 ", 427 ," 4,887 ", 2 , 335 , 2 , 32 , -   , -   , 468 , 388 , 80 
HH2808,27,527,04263,000000,Sub-District - Jaoli,Total," 23,849 "," 20,208 ", 412 ," 8,317 ", 923 ," 10,484 ", 28 , 19 , -   , 25 ," 3,641 "," 1,870 "," 1,771 "
HH2808,27,527,04263,000000,Sub-District - Jaoli,Rural," 22,864 "," 19,482 ", 404 ," 7,652 ", 898 ," 10,459 ", 25 , 19 , -   , 25 ," 3,382 "," 1,645 "," 1,737 "
HH2808,27,527,04263,000000,Sub-District - Jaoli,Urban, 985 , 726 , 8 , 665 , 25 , 25 , 3 , -   , -   , -   , 259 , 225 , 34 
HH2808,27,527,04263,564121,Medha (CT),Urban, 985 , 726 , 8 , 665 , 25 , 25 , 3 , -   , -   , -   , 259 , 225 , 34 
HH2808,27,527,04264,000000,Sub-District - Patan,Total," 67,444 "," 55,698 "," 2,053 "," 15,247 "," 1,418 "," 36,899 ", 36 , 30 , -   , 15 ," 11,746 "," 3,376 "," 8,370 "
HH2808,27,527,04264,000000,Sub-District - Patan,Rural," 64,426 "," 52,837 "," 1,933 "," 12,722 "," 1,388 "," 36,715 ", 34 , 30 , -   , 15 ," 11,589 "," 3,245 "," 8,344 "
HH2808,27,527,04264,000000,Sub-District - Patan,Urban," 3,018 "," 2,861 ", 120 ," 2,525 ", 30 , 184 , 2 , -   , -   , -   , 157 , 131 , 26 
HH2808,27,527,04264,564465,Patan (CT),Urban," 3,018 "," 2,861 ", 120 ," 2,525 ", 30 , 184 , 2 , -   , -   , -   , 157 , 131 , 26 
HH2808,27,527,04265,000000,Sub-District - Karad,Total," 119,589 "," 85,134 "," 15,450 "," 52,074 "," 1,634 "," 14,359 ", 272 , 863 , 229 , 253 ," 34,455 "," 21,320 "," 13,135 "
HH2808,27,527,04265,000000,Sub-District - Karad,Rural," 92,181 "," 62,681 "," 5,110 "," 41,276 "," 1,513 "," 13,448 ", 234 , 632 , 229 , 239 ," 29,500 "," 18,315 "," 11,185 "
HH2808,27,527,04265,000000,Sub-District - Karad,Urban," 27,408 "," 22,453 "," 10,340 "," 10,798 ", 121 , 911 , 38 , 231 , -   , 14 ," 4,955 "," 3,005 "," 1,950 "
HH2808,27,527,04265,802870,Karad (M Cl),Urban," 11,375 "," 8,760 "," 8,186 ", 394 , 7 , 109 , 17 , 44 , -   , 3 ," 2,615 "," 1,771 ", 844 
HH2808,27,527,04265,802871,Malkapur (NP),Urban," 6,972 "," 6,315 ", 776 ," 5,249 ", 64 , 197 , 14 , 8 , -   , 7 , 657 , 454 , 203 
HH2808,27,527,04265,564683,Hajarmachi (CT),Urban," 1,963 "," 1,605 ", 142 ," 1,368 ", 11 , 84 , -   , -   , -   , -   , 358 , 261 , 97 
HH2808,27,527,04265,564684,Saidapur (CT),Urban," 2,804 "," 2,439 ", 272 ," 2,118 ", 16 , 28 , 5 , -   , -   , -   , 365 , 272 , 93 
HH2808,27,527,04265,564685,Karad (Rural) (CT),Urban," 4,294 "," 3,334 ", 964 ," 1,669 ", 23 , 493 , 2 , 179 , -   , 4 , 960 , 247 , 713 
HH2808,27,528,00000,000000,District - Ratnagiri,Total," 393,379 "," 273,162 "," 15,686 "," 189,905 "," 9,158 "," 56,553 ", 903 , 626 , 124 , 207 ," 120,217 "," 65,265 "," 54,952 "
HH2808,27,528,00000,000000,District - Ratnagiri,Rural," 333,645 "," 224,155 "," 10,984 "," 148,712 "," 8,463 "," 54,525 ", 797 , 381 , 124 , 169 ," 109,490 "," 56,967 "," 52,523 "
HH2808,27,528,00000,000000,District - Ratnagiri,Urban," 59,734 "," 49,007 "," 4,702 "," 41,193 ", 695 ," 2,028 ", 106 , 245 , -   , 38 ," 10,727 "," 8,298 "," 2,429 "
HH2808,27,528,04266,000000,Sub-District - Mandangad,Total," 16,380 "," 9,172 ", 357 ," 5,983 ", 448 ," 2,261 ", 99 , 10 , -   , 14 ," 7,208 "," 2,809 "," 4,399 "
HH2808,27,528,04266,000000,Sub-District - Mandangad,Rural," 16,380 "," 9,172 ", 357 ," 5,983 ", 448 ," 2,261 ", 99 , 10 , -   , 14 ," 7,208 "," 2,809 "," 4,399 "
HH2808,27,528,04266,000000,Sub-District - Mandangad,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,528,04267,000000,Sub-District - Dapoli,Total," 44,645 "," 27,998 "," 1,506 "," 20,996 "," 1,184 "," 4,116 ", 110 , 76 , -   , 10 ," 16,647 "," 10,036 "," 6,611 "
HH2808,27,528,04267,000000,Sub-District - Dapoli,Rural," 37,049 "," 21,928 "," 1,200 "," 15,499 "," 1,039 "," 4,024 ", 99 , 57 , -   , 10 ," 15,121 "," 9,128 "," 5,993 "
HH2808,27,528,04267,000000,Sub-District - Dapoli,Urban," 7,596 "," 6,070 ", 306 ," 5,497 ", 145 , 92 , 11 , 19 , -   , -   ," 1,526 ", 908 , 618 
HH2808,27,528,04267,802872,Dapoli Camp (NP) ,Urban," 3,474 "," 3,145 ", 179 ," 2,944 ", 6 , 1 , -   , 15 , -   , -   , 329 , 114 , 215 
HH2808,27,528,04267,564968,Gimhavane (CT),Urban," 1,109 ", 931 , 11 , 911 , 6 , -   , 1 , 2 , -   , -   , 178 , 52 , 126 
HH2808,27,528,04267,564969,Jalgaon (CT),Urban," 1,514 "," 1,255 ", 32 ," 1,209 ", -   , 13 , 1 , -   , -   , -   , 259 , 259 , -   
HH2808,27,528,04267,564970,Dabhol (CT),Urban," 1,499 ", 739 , 84 , 433 , 133 , 78 , 9 , 2 , -   , -   , 760 , 483 , 277 
HH2808,27,528,04268,000000,Sub-District - Khed,Total," 43,814 "," 29,314 "," 1,158 "," 20,249 "," 1,239 "," 6,525 ", 102 , 32 , -   , 9 ," 14,500 "," 6,851 "," 7,649 "
HH2808,27,528,04268,000000,Sub-District - Khed,Rural," 40,060 "," 26,321 "," 1,014 "," 17,486 "," 1,229 "," 6,449 ", 102 , 32 , -   , 9 ," 13,739 "," 6,098 "," 7,641 "
HH2808,27,528,04268,000000,Sub-District - Khed,Urban," 3,754 "," 2,993 ", 144 ," 2,763 ", 10 , 76 , -   , -   , -   , -   , 761 , 753 , 8 
HH2808,27,528,04268,802873,Khed (M Cl),Urban," 3,754 "," 2,993 ", 144 ," 2,763 ", 10 , 76 , -   , -   , -   , -   , 761 , 753 , 8 
HH2808,27,528,04269,000000,Sub-District - Chiplun,Total," 65,997 "," 44,370 "," 3,898 "," 30,340 ", 967 ," 8,791 ", 236 , 129 , -   , 9 ," 21,627 "," 9,635 "," 11,992 "
