TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Kitchen_Type,Total_Households,Firewood,CropResidue,Cowdung,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking
HH3410,27,522,04205,000000,Sub-District - Shrirampur,Urban,Does not have kitchen," 3,399 "," 1,515 ", 43 , 32 , 7 , 687 ," 1,072 ", 4 , 11 , 28 , -   
HH3410,27,522,04205,000000,Sub-District - Shrirampur,Urban,Cooking outside house:, 845 , 589 , 11 , 17 , 4 , 59 , 136 , -   , 3 , 26 , -   
HH3410,27,522,04205,000000,Sub-District - Shrirampur,Urban,Has Kitchen, 363 , 200 , 10 , 13 , 2 , 34 , 92 , -   , 2 , 10 , -   
HH3410,27,522,04205,000000,Sub-District - Shrirampur,Urban,Does not have kitchen, 482 , 389 , 1 , 4 , 2 , 25 , 44 , -   , 1 , 16 , -   
HH3410,27,522,04205,000000,Sub-District - Shrirampur,Urban,No Cooking, 171 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 171 
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Total," 17,836 "," 3,748 ", 137 , 114 , 33 ," 1,856 "," 11,595 ", 11 , 84 , 87 , 171 
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Cooking inside house:," 16,820 "," 3,159 ", 126 , 97 , 29 ," 1,797 "," 11,459 ", 11 , 81 , 61 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Has Kitchen," 13,421 "," 1,644 ", 83 , 65 , 22 ," 1,110 "," 10,387 ", 7 , 70 , 33 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Does not have kitchen," 3,399 "," 1,515 ", 43 , 32 , 7 , 687 ," 1,072 ", 4 , 11 , 28 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Cooking outside house:, 845 , 589 , 11 , 17 , 4 , 59 , 136 , -   , 3 , 26 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Has Kitchen, 363 , 200 , 10 , 13 , 2 , 34 , 92 , -   , 2 , 10 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,Does not have kitchen, 482 , 389 , 1 , 4 , 2 , 25 , 44 , -   , 1 , 16 , -   
HH3410,27,522,04205,802826,Shrirampur (M Cl),Urban,No Cooking, 171 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 171 
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Total," 69,678 "," 47,962 "," 1,727 ", 855 , 139 ," 1,163 "," 16,440 ", 53 , 721 , 83 , 535 
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Cooking inside house:," 45,907 "," 27,783 "," 1,194 ", 432 , 89 ," 1,053 "," 14,703 ", 40 , 563 , 50 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Has Kitchen," 29,903 "," 15,098 ", 629 , 236 , 53 , 710 ," 12,639 ", 21 , 497 , 20 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Does not have kitchen," 16,004 "," 12,685 ", 565 , 196 , 36 , 343 ," 2,064 ", 19 , 66 , 30 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Cooking outside house:," 23,236 "," 20,179 ", 533 , 423 , 50 , 110 ," 1,737 ", 13 , 158 , 33 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Has Kitchen," 10,688 "," 9,039 ", 179 , 290 , 25 , 49 , 990 , 7 , 95 , 14 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,Does not have kitchen," 12,548 "," 11,140 ", 354 , 133 , 25 , 61 , 747 , 6 , 63 , 19 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Total,No Cooking, 535 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 535 
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Total," 69,678 "," 47,962 "," 1,727 ", 855 , 139 ," 1,163 "," 16,440 ", 53 , 721 , 83 , 535 
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Cooking inside house:," 45,907 "," 27,783 "," 1,194 ", 432 , 89 ," 1,053 "," 14,703 ", 40 , 563 , 50 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Has Kitchen," 29,903 "," 15,098 ", 629 , 236 , 53 , 710 ," 12,639 ", 21 , 497 , 20 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Does not have kitchen," 16,004 "," 12,685 ", 565 , 196 , 36 , 343 ," 2,064 ", 19 , 66 , 30 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Cooking outside house:," 23,236 "," 20,179 ", 533 , 423 , 50 , 110 ," 1,737 ", 13 , 158 , 33 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Has Kitchen," 10,688 "," 9,039 ", 179 , 290 , 25 , 49 , 990 , 7 , 95 , 14 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,Does not have kitchen," 12,548 "," 11,140 ", 354 , 133 , 25 , 61 , 747 , 6 , 63 , 19 , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Rural,No Cooking, 535 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 535 
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04206,000000,Sub-District - Nevasa,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Total," 50,271 "," 36,769 "," 4,287 ", 253 , 75 ," 1,307 "," 7,138 ", 31 , 101 , 16 , 294 
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Cooking inside house:," 27,037 "," 17,666 "," 1,549 ", 126 , 44 ," 1,160 "," 6,390 ", 17 , 74 , 11 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Has Kitchen," 16,465 "," 8,968 ", 792 , 83 , 28 , 768 ," 5,750 ", 8 , 62 , 6 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Does not have kitchen," 10,572 "," 8,698 ", 757 , 43 , 16 , 392 , 640 , 9 , 12 , 5 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Cooking outside house:," 22,940 "," 19,103 "," 2,738 ", 127 , 31 , 147 , 748 , 14 , 27 , 5 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Has Kitchen," 9,346 "," 7,760 "," 1,024 ", 84 , 13 , 51 , 383 , 7 , 20 , 4 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,Does not have kitchen," 13,594 "," 11,343 "," 1,714 ", 43 , 18 , 96 , 365 , 7 , 7 , 1 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Total,No Cooking, 294 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 294 
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Total," 50,271 "," 36,769 "," 4,287 ", 253 , 75 ," 1,307 "," 7,138 ", 31 , 101 , 16 , 294 
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Cooking inside house:," 27,037 "," 17,666 "," 1,549 ", 126 , 44 ," 1,160 "," 6,390 ", 17 , 74 , 11 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Has Kitchen," 16,465 "," 8,968 ", 792 , 83 , 28 , 768 ," 5,750 ", 8 , 62 , 6 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Does not have kitchen," 10,572 "," 8,698 ", 757 , 43 , 16 , 392 , 640 , 9 , 12 , 5 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Cooking outside house:," 22,940 "," 19,103 "," 2,738 ", 127 , 31 , 147 , 748 , 14 , 27 , 5 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Has Kitchen," 9,346 "," 7,760 "," 1,024 ", 84 , 13 , 51 , 383 , 7 , 20 , 4 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,Does not have kitchen," 13,594 "," 11,343 "," 1,714 ", 43 , 18 , 96 , 365 , 7 , 7 , 1 , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Rural,No Cooking, 294 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 294 
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04207,000000,Sub-District - Shevgaon,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Total," 51,958 "," 39,668 "," 2,396 ", 358 , 114 ," 1,196 "," 7,640 ", 53 , 117 , 71 , 345 
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Cooking inside house:," 32,057 "," 22,229 "," 1,358 ", 243 , 55 ," 1,062 "," 6,959 ", 33 , 83 , 35 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Has Kitchen," 17,120 "," 9,648 ", 627 , 106 , 30 , 690 ," 5,929 ", 14 , 58 , 18 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Does not have kitchen," 14,937 "," 12,581 ", 731 , 137 , 25 , 372 ," 1,030 ", 19 , 25 , 17 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Cooking outside house:," 19,556 "," 17,439 "," 1,038 ", 115 , 59 , 134 , 681 , 20 , 34 , 36 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Has Kitchen," 8,724 "," 7,704 ", 410 , 78 , 32 , 70 , 394 , 11 , 14 , 11 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,Does not have kitchen," 10,832 "," 9,735 ", 628 , 37 , 27 , 64 , 287 , 9 , 20 , 25 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Total,No Cooking, 345 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 345 
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Total," 46,738 "," 38,289 "," 2,203 ", 336 , 107 , 671 ," 4,659 ", 43 , 111 , 65 , 254 
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Cooking inside house:," 27,250 "," 21,125 "," 1,169 ", 222 , 48 , 553 ," 4,004 ", 23 , 77 , 29 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Has Kitchen," 13,542 "," 9,115 ", 556 , 90 , 24 , 357 ," 3,328 ", 7 , 53 , 12 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Does not have kitchen," 13,708 "," 12,010 ", 613 , 132 , 24 , 196 , 676 , 16 , 24 , 17 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Cooking outside house:," 19,234 "," 17,164 "," 1,034 ", 114 , 59 , 118 , 655 , 20 , 34 , 36 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Has Kitchen," 8,565 "," 7,572 ", 407 , 77 , 32 , 66 , 375 , 11 , 14 , 11 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,Does not have kitchen," 10,669 "," 9,592 ", 627 , 37 , 27 , 52 , 280 , 9 , 20 , 25 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Rural,No Cooking, 254 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 254 
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Total," 5,220 "," 1,379 ", 193 , 22 , 7 , 525 ," 2,981 ", 10 , 6 , 6 , 91 
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Cooking inside house:," 4,807 "," 1,104 ", 189 , 21 , 7 , 509 ," 2,955 ", 10 , 6 , 6 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Has Kitchen," 3,578 ", 533 , 71 , 16 , 6 , 333 ," 2,601 ", 7 , 5 , 6 , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Does not have kitchen," 1,229 ", 571 , 118 , 5 , 1 , 176 , 354 , 3 , 1 , -   , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Cooking outside house:, 322 , 275 , 4 , 1 , -   , 16 , 26 , -   , -   , -   , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Has Kitchen, 159 , 132 , 3 , 1 , -   , 4 , 19 , -   , -   , -   , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,Does not have kitchen, 163 , 143 , 1 , -   , -   , 12 , 7 , -   , -   , -   , -   
HH3410,27,522,04208,000000,Sub-District - Pathardi,Urban,No Cooking, 91 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 91 
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Total," 5,220 "," 1,379 ", 193 , 22 , 7 , 525 ," 2,981 ", 10 , 6 , 6 , 91 
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Cooking inside house:," 4,807 "," 1,104 ", 189 , 21 , 7 , 509 ," 2,955 ", 10 , 6 , 6 , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Has Kitchen," 3,578 ", 533 , 71 , 16 , 6 , 333 ," 2,601 ", 7 , 5 , 6 , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Does not have kitchen," 1,229 ", 571 , 118 , 5 , 1 , 176 , 354 , 3 , 1 , -   , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Cooking outside house:, 322 , 275 , 4 , 1 , -   , 16 , 26 , -   , -   , -   , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Has Kitchen, 159 , 132 , 3 , 1 , -   , 4 , 19 , -   , -   , -   , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,Does not have kitchen, 163 , 143 , 1 , -   , -   , 12 , 7 , -   , -   , -   , -   
HH3410,27,522,04208,802827,Pathardi (M Cl),Urban,No Cooking, 91 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 91 
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Total," 139,519 "," 35,501 "," 1,243 ", 750 , 293 ," 11,808 "," 86,988 ", 76 , 915 , 127 ," 1,818 "
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Cooking inside house:," 124,874 "," 25,404 ", 935 , 593 , 265 ," 11,311 "," 85,474 ", 59 , 732 , 101 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Has Kitchen," 102,801 "," 15,659 ", 663 , 456 , 205 ," 7,267 "," 77,838 ", 44 , 605 , 64 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Does not have kitchen," 22,073 "," 9,745 ", 272 , 137 , 60 ," 4,044 "," 7,636 ", 15 , 127 , 37 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Cooking outside house:," 12,827 "," 10,097 ", 308 , 157 , 28 , 497 ," 1,514 ", 17 , 183 , 26 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Has Kitchen," 6,189 "," 4,848 ", 159 , 95 , 12 , 167 , 773 , 10 , 116 , 9 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,Does not have kitchen," 6,638 "," 5,249 ", 149 , 62 , 16 , 330 , 741 , 7 , 67 , 17 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Total,No Cooking," 1,818 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,818 "
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Total," 50,830 "," 29,501 ", 834 , 468 , 72 ," 2,338 "," 16,452 ", 54 , 755 , 27 , 329 
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Cooking inside house:," 38,920 "," 20,025 ", 556 , 324 , 53 ," 2,074 "," 15,257 ", 38 , 575 , 18 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Has Kitchen," 27,595 "," 12,156 ", 378 , 247 , 44 ," 1,373 "," 12,883 ", 26 , 478 , 10 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Does not have kitchen," 11,325 "," 7,869 ", 178 , 77 , 9 , 701 ," 2,374 ", 12 , 97 , 8 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Cooking outside house:," 11,581 "," 9,476 ", 278 , 144 , 19 , 264 ," 1,195 ", 16 , 180 , 9 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Has Kitchen," 5,705 "," 4,585 ", 146 , 84 , 10 , 129 , 621 , 10 , 115 , 5 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,Does not have kitchen," 5,876 "," 4,891 ", 132 , 60 , 9 , 135 , 574 , 6 , 65 , 4 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Rural,No Cooking, 329 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 329 
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Total," 88,689 "," 6,000 ", 409 , 282 , 221 ," 9,470 "," 70,536 ", 22 , 160 , 100 ," 1,489 "
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Cooking inside house:," 85,954 "," 5,379 ", 379 , 269 , 212 ," 9,237 "," 70,217 ", 21 , 157 , 83 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Has Kitchen," 75,206 "," 3,503 ", 285 , 209 , 161 ," 5,894 "," 64,955 ", 18 , 127 , 54 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Does not have kitchen," 10,748 "," 1,876 ", 94 , 60 , 51 ," 3,343 "," 5,262 ", 3 , 30 , 29 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Cooking outside house:," 1,246 ", 621 , 30 , 13 , 9 , 233 , 319 , 1 , 3 , 17 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Has Kitchen, 484 , 263 , 13 , 11 , 2 , 38 , 152 , -   , 1 , 4 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,Does not have kitchen, 762 , 358 , 17 , 2 , 7 , 195 , 167 , 1 , 2 , 13 , -   
HH3410,27,522,04209,000000,Sub-District - Nagar,Urban,No Cooking," 1,489 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,489 "
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Total," 74,422 "," 4,670 ", 339 , 233 , 203 ," 7,567 "," 59,902 ", 19 , 148 , 53 ," 1,288 "
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Cooking inside house:," 72,111 "," 4,203 ", 312 , 224 , 196 ," 7,354 "," 59,619 ", 18 , 146 , 39 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Has Kitchen," 62,701 "," 2,601 ", 229 , 174 , 150 ," 4,465 "," 54,927 ", 16 , 117 , 22 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Does not have kitchen," 9,410 "," 1,602 ", 83 , 50 , 46 ," 2,889 "," 4,692 ", 2 , 29 , 17 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Cooking outside house:," 1,023 ", 467 , 27 , 9 , 7 , 213 , 283 , 1 , 2 , 14 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Has Kitchen, 373 , 186 , 12 , 9 , 1 , 29 , 133 , -   , -   , 3 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,Does not have kitchen, 650 , 281 , 15 , -   , 6 , 184 , 150 , 1 , 2 , 11 , -   
HH3410,27,522,04209,802828,Ahmadnagar (M Corp.),Urban,No Cooking," 1,288 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,288 "
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Total," 5,078 ", 276 , 23 , 28 , 5 , 688 ," 3,986 ", -   , 5 , 1 , 66 
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Cooking inside house:," 4,997 ", 270 , 23 , 27 , 5 , 687 ," 3,979 ", -   , 5 , 1 , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Has Kitchen," 4,636 ", 250 , 21 , 24 , 3 , 561 ," 3,773 ", -   , 4 , -   , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Does not have kitchen, 361 , 20 , 2 , 3 , 2 , 126 , 206 , -   , 1 , 1 , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Cooking outside house:, 15 , 6 , -   , 1 , -   , 1 , 7 , -   , -   , -   , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Has Kitchen, 11 , 5 , -   , -   , -   , 1 , 5 , -   , -   , -   , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,Does not have kitchen, 4 , 1 , -   , 1 , -   , -   , 2 , -   , -   , -   , -   
HH3410,27,522,04209,802829,Ahmadnagar (CB),Urban,No Cooking, 66 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 66 
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Total," 2,620 ", 138 , 9 , 2 , 2 , 307 ," 2,075 ", 1 , 1 , 5 , 80 
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Cooking inside house:," 2,539 ", 137 , 9 , 2 , 2 , 307 ," 2,075 ", 1 , 1 , 5 , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Has Kitchen," 2,275 ", 89 , 7 , 1 , 2 , 226 ," 1,943 ", 1 , 1 , 5 , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Does not have kitchen, 264 , 48 , 2 , 1 , -   , 81 , 132 , -   , -   , -   , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Cooking outside house:, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Has Kitchen, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,522,04209,558166,Nagapur (CT),Urban,No Cooking, 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 80 
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Total," 1,441 ", 250 , 9 , 3 , 2 , 238 , 910 , -   , -   , 4 , 25 
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Cooking inside house:," 1,339 ", 189 , 7 , 3 , 2 , 235 , 899 , -   , -   , 4 , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Has Kitchen," 1,220 ", 153 , 6 , 3 , 2 , 183 , 869 , -   , -   , 4 , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Does not have kitchen, 119 , 36 , 1 , -   , -   , 52 , 30 , -   , -   , -   , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Cooking outside house:, 77 , 61 , 2 , -   , -   , 3 , 11 , -   , -   , -   , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Has Kitchen, 46 , 38 , 1 , -   , -   , 3 , 4 , -   , -   , -   , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,Does not have kitchen, 31 , 23 , 1 , -   , -   , -   , 7 , -   , -   , -   , -   
HH3410,27,522,04209,558167,Burhanagar (CT),Urban,No Cooking, 25 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25 
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Total," 3,747 ", 317 , 22 , 13 , 6 , 571 ," 2,763 ", 2 , 3 , 20 , 30 
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Cooking inside house:," 3,663 ", 288 , 21 , 12 , 4 , 558 ," 2,755 ", 2 , 3 , 20 , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Has Kitchen," 3,274 ", 216 , 19 , 6 , 2 , 401 ," 2,613 ", 1 , 3 , 13 , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Does not have kitchen, 389 , 72 , 2 , 6 , 2 , 157 , 142 , 1 , -   , 7 , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Cooking outside house:, 54 , 29 , 1 , 1 , 2 , 13 , 8 , -   , -   , -   , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Has Kitchen, 21 , 9 , -   , 1 , 1 , 4 , 6 , -   , -   , -   , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,Does not have kitchen, 33 , 20 , 1 , -   , 1 , 9 , 2 , -   , -   , -   , -   
HH3410,27,522,04209,558168,Nagardeole (CT),Urban,No Cooking, 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Total," 1,381 ", 349 , 7 , 3 , 3 , 99 , 900 , -   , 3 , 17 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Cooking inside house:," 1,305 ", 292 , 7 , 1 , 3 , 96 , 890 , -   , 2 , 14 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Has Kitchen," 1,100 ", 194 , 3 , 1 , 2 , 58 , 830 , -   , 2 , 10 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Does not have kitchen, 205 , 98 , 4 , -   , 1 , 38 , 60 , -   , -   , 4 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Cooking outside house:, 76 , 57 , -   , 2 , -   , 3 , 10 , -   , 1 , 3 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Has Kitchen, 32 , 24 , -   , 1 , -   , 1 , 4 , -   , 1 , 1 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,Does not have kitchen, 44 , 33 , -   , 1 , -   , 2 , 6 , -   , -   , 2 , -   
HH3410,27,522,04209,558169,Darewadi (CT),Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
