TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Kitchen_Type,Total_Households,Firewood,CropResidue,Cowdung,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking
HH3410,27,509,04071,541338,Padoli (CT),Urban,Does not have kitchen, 15 , 5 , 5 , -   , 2 , 3 , -   , -   , -   , -   , -   
HH3410,27,509,04071,541338,Padoli (CT),Urban,No Cooking, 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Total," 7,264 ", 344 , 66 , 2 ," 1,697 ", 40 ," 5,063 ", 2 , 3 , 4 , 43 
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Cooking inside house:," 7,159 ", 332 , 65 , 2 ," 1,657 ", 40 ," 5,055 ", 2 , 2 , 4 , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Has Kitchen," 6,516 ", 268 , 53 , 2 ," 1,328 ", 27 ," 4,832 ", 1 , 2 , 3 , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Does not have kitchen, 643 , 64 , 12 , -   , 329 , 13 , 223 , 1 , -   , 1 , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Cooking outside house:, 62 , 12 , 1 , -   , 40 , -   , 8 , -   , 1 , -   , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Has Kitchen, 31 , 8 , 1 , -   , 15 , -   , 7 , -   , -   , -   , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,Does not have kitchen, 31 , 4 , -   , -   , 25 , -   , 1 , -   , 1 , -   , -   
HH3410,27,509,04071,541339,Ghugus (CT),Urban,No Cooking, 43 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 43 
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Total," 1,459 ", 213 , 11 , -   , 215 , 29 , 976 , -   , 1 , -   , 14 
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Cooking inside house:," 1,441 ", 213 , 8 , -   , 214 , 29 , 976 , -   , 1 , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Has Kitchen, 912 , 87 , 6 , -   , 80 , 18 , 720 , -   , 1 , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Does not have kitchen, 529 , 126 , 2 , -   , 134 , 11 , 256 , -   , -   , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Cooking outside house:, 4 , -   , 3 , -   , 1 , -   , -   , -   , -   , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Has Kitchen, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,Does not have kitchen, 3 , -   , 2 , -   , 1 , -   , -   , -   , -   , -   , -   
HH3410,27,509,04071,541340,Nakoda (CT),Urban,No Cooking, 14 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 14 
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Total," 28,252 "," 22,357 ", 394 , 601 , 9 , 195 ," 4,037 ", 8 , 277 , 52 , 322 
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Cooking inside house:," 26,045 "," 20,643 ", 369 , 518 , 8 , 189 ," 3,995 ", 7 , 269 , 47 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Has Kitchen," 22,492 "," 17,480 ", 254 , 362 , 4 , 169 ," 3,927 ", 6 , 244 , 46 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Does not have kitchen," 3,553 "," 3,163 ", 115 , 156 , 4 , 20 , 68 , 1 , 25 , 1 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Cooking outside house:," 1,885 "," 1,714 ", 25 , 83 , 1 , 6 , 42 , 1 , 8 , 5 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Has Kitchen, 646 , 587 , 12 , 32 , 1 , 2 , 10 , -   , 2 , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,Does not have kitchen," 1,239 "," 1,127 ", 13 , 51 , -   , 4 , 32 , 1 , 6 , 5 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Total,No Cooking, 322 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 322 
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Total," 22,451 "," 19,401 ", 373 , 594 , 6 , 63 ," 1,402 ", 7 , 272 , 52 , 281 
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Cooking inside house:," 20,480 "," 17,875 ", 348 , 512 , 6 , 60 ," 1,362 ", 6 , 264 , 47 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Has Kitchen," 17,207 "," 14,977 ", 237 , 357 , 4 , 44 ," 1,298 ", 5 , 239 , 46 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Does not have kitchen," 3,273 "," 2,898 ", 111 , 155 , 2 , 16 , 64 , 1 , 25 , 1 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Cooking outside house:," 1,690 "," 1,526 ", 25 , 82 , -   , 3 , 40 , 1 , 8 , 5 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Has Kitchen, 539 , 486 , 12 , 31 , -   , -   , 8 , -   , 2 , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,Does not have kitchen," 1,151 "," 1,040 ", 13 , 51 , -   , 3 , 32 , 1 , 6 , 5 , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Rural,No Cooking, 281 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 281 
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Total," 5,801 "," 2,956 ", 21 , 7 , 3 , 132 ," 2,635 ", 1 , 5 , -   , 41 
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Cooking inside house:," 5,565 "," 2,768 ", 21 , 6 , 2 , 129 ," 2,633 ", 1 , 5 , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Has Kitchen," 5,285 "," 2,503 ", 17 , 5 , -   , 125 ," 2,629 ", 1 , 5 , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Does not have kitchen, 280 , 265 , 4 , 1 , 2 , 4 , 4 , -   , -   , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Cooking outside house:, 195 , 188 , -   , 1 , 1 , 3 , 2 , -   , -   , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Has Kitchen, 107 , 101 , -   , 1 , 1 , 2 , 2 , -   , -   , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,Does not have kitchen, 88 , 87 , -   , -   , -   , 1 , -   , -   , -   , -   , -   
HH3410,27,509,04072,000000,Sub-District - Mul,Urban,No Cooking, 41 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 41 
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Total," 5,801 "," 2,956 ", 21 , 7 , 3 , 132 ," 2,635 ", 1 , 5 , -   , 41 
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Cooking inside house:," 5,565 "," 2,768 ", 21 , 6 , 2 , 129 ," 2,633 ", 1 , 5 , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Has Kitchen," 5,285 "," 2,503 ", 17 , 5 , -   , 125 ," 2,629 ", 1 , 5 , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Does not have kitchen, 280 , 265 , 4 , 1 , 2 , 4 , 4 , -   , -   , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Cooking outside house:, 195 , 188 , -   , 1 , 1 , 3 , 2 , -   , -   , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Has Kitchen, 107 , 101 , -   , 1 , 1 , 2 , 2 , -   , -   , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,Does not have kitchen, 88 , 87 , -   , -   , -   , 1 , -   , -   , -   , -   , -   
HH3410,27,509,04072,802723,Mul (M Cl),Urban,No Cooking, 41 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 41 
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Total," 13,284 "," 10,740 "," 1,100 ", 154 , 3 , 41 ," 1,023 ", 6 , 186 , 2 , 29 
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Cooking inside house:," 12,463 "," 10,035 "," 1,059 ", 134 , 3 , 40 ," 1,003 ", 6 , 181 , 2 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Has Kitchen," 9,016 "," 7,336 ", 513 , 45 , 3 , 34 , 914 , 5 , 165 , 1 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Does not have kitchen," 3,447 "," 2,699 ", 546 , 89 , -   , 6 , 89 , 1 , 16 , 1 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Cooking outside house:, 792 , 705 , 41 , 20 , -   , 1 , 20 , -   , 5 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Has Kitchen, 382 , 349 , 18 , 6 , -   , 1 , 4 , -   , 4 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,Does not have kitchen, 410 , 356 , 23 , 14 , -   , -   , 16 , -   , 1 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Total,No Cooking, 29 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 29 
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Total," 13,284 "," 10,740 "," 1,100 ", 154 , 3 , 41 ," 1,023 ", 6 , 186 , 2 , 29 
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Cooking inside house:," 12,463 "," 10,035 "," 1,059 ", 134 , 3 , 40 ," 1,003 ", 6 , 181 , 2 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Has Kitchen," 9,016 "," 7,336 ", 513 , 45 , 3 , 34 , 914 , 5 , 165 , 1 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Does not have kitchen," 3,447 "," 2,699 ", 546 , 89 , -   , 6 , 89 , 1 , 16 , 1 , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Cooking outside house:, 792 , 705 , 41 , 20 , -   , 1 , 20 , -   , 5 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Has Kitchen, 382 , 349 , 18 , 6 , -   , 1 , 4 , -   , 4 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,Does not have kitchen, 410 , 356 , 23 , 14 , -   , -   , 16 , -   , 1 , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Rural,No Cooking, 29 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 29 
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Total, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Cooking inside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Cooking outside house:, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Has Kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,Does not have kitchen, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04073,000000,Sub-District - Pombhurna,Urban,No Cooking, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,509,04074,000000,Sub-District - Ballarpur,Total,Total," 29,871 "," 11,004 ", 235 , 87 , 733 , 302 ," 17,242 ", 12 , 53 , 56 , 147 
HH3410,27,509,04074,000000,Sub-District - Ballarpur,Total,Cooking inside house:," 28,927 "," 10,404 ", 210 , 70 , 664 , 291 ," 17,169 ", 12 , 52 , 55 , -   
HH3410,27,509,04074,000000,Sub-District - Ballarpur,Total,Has Kitchen," 25,997 "," 8,439 ", 170 , 55 , 519 , 246 ," 16,452 ", 11 , 52 , 53 , -   
HH3410,27,509,04074,000000,Sub-District - Ballarpur,Total,Does not have kitchen," 2,930 "," 1,965 ", 40 , 15 , 145 , 45 , 717 , 1 , -   , 2 , -   
