TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Bank,Radio,TV,Computer_With_Internet,Computer_Without_Internet,Landline_Only,Mobile_Only,Landline_Mobile,Bicycle,Motorcycle,Car,With_All,With_None
HH4012,27,499,03973,000000,Sub-District - Pachora,Urban," 11,902 "," 6,283 "," 1,828 "," 8,447 ", 339 , 667 , 515 ," 7,302 "," 1,128 "," 5,217 "," 3,812 ", 495 , 598 ," 1,582 "
HH4012,27,499,03973,802660,Pachora (M Cl) ,Urban," 11,890 "," 6,281 "," 1,827 "," 8,444 ", 338 , 667 , 515 ," 7,300 "," 1,127 "," 5,216 "," 3,811 ", 494 , 597 ," 1,575 "
HH4012,27,499,03973,527991,Pachora (Rural) (CT),Urban, 12 , 2 , 1 , 3 , 1 , -   , -   , 2 , 1 , 1 , 1 , 1 , 1 , 7 
HH4012,27,499,03974,000000,Sub-District - Jamner,Total," 70,380 "," 31,943 "," 6,456 "," 27,418 ", 502 ," 2,554 "," 4,839 "," 23,636 "," 4,469 "," 12,643 "," 9,542 "," 1,001 ", 755 ," 26,971 "
HH4012,27,499,03974,000000,Sub-District - Jamner,Rural," 61,157 "," 27,623 "," 5,351 "," 22,053 ", 306 ," 2,070 "," 4,344 "," 19,494 "," 3,275 "," 9,934 "," 7,214 ", 684 , 338 ," 24,683 "
HH4012,27,499,03974,000000,Sub-District - Jamner,Urban," 9,223 "," 4,320 "," 1,105 "," 5,365 ", 196 , 484 , 495 ," 4,142 "," 1,194 "," 2,709 "," 2,328 ", 317 , 417 ," 2,288 "
HH4012,27,499,03974,802661,Jamner (M Cl) ,Urban," 9,223 "," 4,320 "," 1,105 "," 5,365 ", 196 , 484 , 495 ," 4,142 "," 1,194 "," 2,709 "," 2,328 ", 317 , 417 ," 2,288 "
HH4012,27,500,00000,000000,District - Buldana,Total," 553,031 "," 339,235 "," 43,579 "," 225,282 "," 4,767 "," 20,110 "," 16,240 "," 257,109 "," 19,950 "," 121,784 "," 84,546 "," 10,034 "," 8,993 "," 185,946 "
HH4012,27,500,00000,000000,District - Buldana,Rural," 445,247 "," 274,607 "," 33,942 "," 154,967 "," 1,946 "," 13,332 "," 12,500 "," 194,413 "," 11,129 "," 80,929 "," 53,446 "," 5,777 "," 3,135 "," 167,550 "
HH4012,27,500,00000,000000,District - Buldana,Urban," 107,784 "," 64,628 "," 9,637 "," 70,315 "," 2,821 "," 6,778 "," 3,740 "," 62,696 "," 8,821 "," 40,855 "," 31,100 "," 4,257 "," 5,858 "," 18,396 "
HH4012,27,500,03975,000000,Sub-District - Jalgaon (Jamod),Total," 32,824 "," 17,489 "," 1,931 "," 11,020 ", 181 ," 1,143 ", 747 ," 13,547 ", 931 ," 7,802 "," 3,808 ", 363 , 304 ," 12,653 "
HH4012,27,500,03975,000000,Sub-District - Jalgaon (Jamod),Rural," 27,505 "," 14,821 "," 1,650 "," 8,443 ", 110 , 907 , 555 ," 10,785 ", 638 ," 5,946 "," 2,864 ", 267 , 161 ," 11,377 "
HH4012,27,500,03975,000000,Sub-District - Jalgaon (Jamod),Urban," 5,319 "," 2,668 ", 281 ," 2,577 ", 71 , 236 , 192 ," 2,762 ", 293 ," 1,856 ", 944 , 96 , 143 ," 1,276 "
HH4012,27,500,03975,802662,Jalgaon (Jamod) (M Cl),Urban," 5,319 "," 2,668 ", 281 ," 2,577 ", 71 , 236 , 192 ," 2,762 ", 293 ," 1,856 ", 944 , 96 , 143 ," 1,276 "
HH4012,27,500,03976,000000,Sub-District - Sangrampur,Total," 30,056 "," 16,546 "," 2,169 "," 8,949 ", 90 , 637 , 851 ," 10,427 ", 750 ," 5,334 "," 3,044 ", 285 , 112 ," 13,528 "
HH4012,27,500,03976,000000,Sub-District - Sangrampur,Rural," 30,056 "," 16,546 "," 2,169 "," 8,949 ", 90 , 637 , 851 ," 10,427 ", 750 ," 5,334 "," 3,044 ", 285 , 112 ," 13,528 "
HH4012,27,500,03976,000000,Sub-District - Sangrampur,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,500,03977,000000,Sub-District - Shegaon,Total," 33,151 "," 18,488 "," 2,897 "," 14,791 ", 526 ," 1,745 "," 1,214 "," 14,932 "," 1,049 "," 11,550 "," 5,048 "," 1,175 ", 927 ," 10,340 "
HH4012,27,500,03977,000000,Sub-District - Shegaon,Rural," 21,204 "," 12,884 "," 2,036 "," 7,896 ", 253 ," 1,215 ", 860 ," 8,820 ", 363 ," 5,906 "," 2,502 ", 926 , 457 ," 7,757 "
HH4012,27,500,03977,000000,Sub-District - Shegaon,Urban," 11,947 "," 5,604 ", 861 ," 6,895 ", 273 , 530 , 354 ," 6,112 ", 686 ," 5,644 "," 2,546 ", 249 , 470 ," 2,583 "
HH4012,27,500,03977,802663,Shegaon (M Cl),Urban," 11,947 "," 5,604 ", 861 ," 6,895 ", 273 , 530 , 354 ," 6,112 ", 686 ," 5,644 "," 2,546 ", 249 , 470 ," 2,583 "
HH4012,27,500,03978,000000,Sub-District - Nandura,Total," 38,784 "," 22,279 "," 3,469 "," 15,386 ", 311 ," 1,171 "," 1,363 "," 15,110 "," 1,398 "," 9,211 "," 4,644 ", 640 , 387 ," 14,221 "
HH4012,27,500,03978,000000,Sub-District - Nandura,Rural," 30,072 "," 17,313 "," 2,238 "," 10,271 ", 141 , 575 , 969 ," 10,430 ", 786 ," 6,002 "," 2,725 ", 230 , 108 ," 12,499 "
HH4012,27,500,03978,000000,Sub-District - Nandura,Urban," 8,712 "," 4,966 "," 1,231 "," 5,115 ", 170 , 596 , 394 ," 4,680 ", 612 ," 3,209 "," 1,919 ", 410 , 279 ," 1,722 "
HH4012,27,500,03978,802664,Nandura (M Cl + OG),Urban," 8,712 "," 4,966 "," 1,231 "," 5,115 ", 170 , 596 , 394 ," 4,680 ", 612 ," 3,209 "," 1,919 ", 410 , 279 ," 1,722 "
HH4012,27,500,03979,000000,Sub-District - Malkapur,Total," 37,993 "," 21,063 "," 3,032 "," 19,219 ", 471 ," 1,809 "," 1,990 "," 16,473 "," 2,805 "," 11,201 "," 6,316 ", 806 ," 1,027 "," 10,531 "
HH4012,27,500,03979,000000,Sub-District - Malkapur,Rural," 25,282 "," 15,151 "," 1,954 "," 11,598 ", 232 ," 1,074 "," 1,524 "," 10,268 "," 1,703 "," 6,737 "," 3,831 ", 424 , 536 ," 7,888 "
HH4012,27,500,03979,000000,Sub-District - Malkapur,Urban," 12,711 "," 5,912 "," 1,078 "," 7,621 ", 239 , 735 , 466 ," 6,205 "," 1,102 "," 4,464 "," 2,485 ", 382 , 491 ," 2,643 "
HH4012,27,500,03979,802665,Malkapur (M Cl),Urban," 12,711 "," 5,912 "," 1,078 "," 7,621 ", 239 , 735 , 466 ," 6,205 "," 1,102 "," 4,464 "," 2,485 ", 382 , 491 ," 2,643 "
HH4012,27,500,03980,000000,Sub-District - Motala,Total," 36,937 "," 22,204 "," 3,495 "," 12,963 ", 76 , 936 ," 1,333 "," 14,194 "," 1,063 "," 5,634 "," 3,827 ", 303 , 171 ," 14,809 "
HH4012,27,500,03980,000000,Sub-District - Motala,Rural," 36,937 "," 22,204 "," 3,495 "," 12,963 ", 76 , 936 ," 1,333 "," 14,194 "," 1,063 "," 5,634 "," 3,827 ", 303 , 171 ," 14,809 "
HH4012,27,500,03980,000000,Sub-District - Motala,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,500,03981,000000,Sub-District - Khamgaon,Total," 68,310 "," 37,202 "," 5,143 "," 27,823 ", 822 ," 2,512 "," 1,734 "," 28,821 "," 2,840 "," 21,134 "," 10,797 "," 1,158 "," 1,794 "," 24,334 "
HH4012,27,500,03981,000000,Sub-District - Khamgaon,Rural," 50,499 "," 26,276 "," 3,787 "," 15,907 ", 201 ," 1,140 "," 1,072 "," 19,044 ", 941 ," 12,223 "," 5,122 ", 471 , 398 ," 21,365 "
HH4012,27,500,03981,000000,Sub-District - Khamgaon,Urban," 17,811 "," 10,926 "," 1,356 "," 11,916 ", 621 ," 1,372 ", 662 ," 9,777 "," 1,899 "," 8,911 "," 5,675 ", 687 ," 1,396 "," 2,969 "
HH4012,27,500,03981,802666,Khamgaon (M Cl),Urban," 17,811 "," 10,926 "," 1,356 "," 11,916 ", 621 ," 1,372 ", 662 ," 9,777 "," 1,899 "," 8,911 "," 5,675 ", 687 ," 1,396 "," 2,969 "
HH4012,27,500,03982,000000,Sub-District - Mehkar,Total," 57,355 "," 35,477 "," 3,936 "," 23,663 ", 418 ," 2,250 "," 1,134 "," 28,979 "," 1,735 "," 9,778 "," 8,671 ", 962 , 738 ," 18,906 "
HH4012,27,500,03982,000000,Sub-District - Mehkar,Rural," 48,502 "," 29,889 "," 3,399 "," 17,832 ", 176 ," 1,712 ", 807 ," 23,382 "," 1,124 "," 7,660 "," 6,060 ", 600 , 309 ," 17,432 "
HH4012,27,500,03982,000000,Sub-District - Mehkar,Urban," 8,853 "," 5,588 ", 537 ," 5,831 ", 242 , 538 , 327 ," 5,597 ", 611 ," 2,118 "," 2,611 ", 362 , 429 ," 1,474 "
HH4012,27,500,03982,802667,Mehkar (M Cl),Urban," 8,853 "," 5,588 ", 537 ," 5,831 ", 242 , 538 , 327 ," 5,597 ", 611 ," 2,118 "," 2,611 ", 362 , 429 ," 1,474 "
HH4012,27,500,03983,000000,Sub-District - Chikhli,Total," 61,668 "," 37,664 "," 4,101 "," 25,984 ", 462 ," 2,310 "," 1,814 "," 30,059 "," 1,822 "," 9,525 "," 9,421 "," 1,015 ", 916 ," 20,688 "
HH4012,27,500,03983,000000,Sub-District - Chikhli,Rural," 49,925 "," 30,114 "," 3,124 "," 17,376 ", 132 ," 1,448 "," 1,330 "," 22,361 ", 974 ," 5,932 "," 5,474 ", 493 , 171 ," 19,183 "
HH4012,27,500,03983,000000,Sub-District - Chikhli,Urban," 11,743 "," 7,550 ", 977 ," 8,608 ", 330 , 862 , 484 ," 7,698 ", 848 ," 3,593 "," 3,947 ", 522 , 745 ," 1,505 "
HH4012,27,500,03983,802668,Chikhli (M Cl),Urban," 11,743 "," 7,550 ", 977 ," 8,608 ", 330 , 862 , 484 ," 7,698 ", 848 ," 3,593 "," 3,947 ", 522 , 745 ," 1,505 "
HH4012,27,500,03984,000000,Sub-District - Buldana,Total," 59,459 "," 38,178 "," 5,619 "," 29,667 ", 750 ," 2,728 "," 1,771 "," 29,597 "," 3,216 "," 14,760 "," 13,144 "," 1,628 "," 1,720 "," 17,281 "
HH4012,27,500,03984,000000,Sub-District - Buldana,Rural," 42,577 "," 26,314 "," 3,361 "," 16,686 ", 213 ," 1,429 "," 1,342 "," 18,992 "," 1,203 "," 7,634 "," 6,013 ", 608 , 324 ," 15,251 "
HH4012,27,500,03984,000000,Sub-District - Buldana,Urban," 16,882 "," 11,864 "," 2,258 "," 12,981 ", 537 ," 1,299 ", 429 ," 10,605 "," 2,013 "," 7,126 "," 7,131 "," 1,020 "," 1,396 "," 2,030 "
HH4012,27,500,03984,802669,Buldana (M Cl),Urban," 14,032 "," 9,444 "," 1,792 "," 10,591 ", 491 ," 1,047 ", 395 ," 8,483 "," 1,770 "," 5,614 "," 5,583 ", 851 ," 1,156 "," 1,841 "
HH4012,27,500,03984,529327,Sundarkhed (CT),Urban," 2,850 "," 2,420 ", 466 ," 2,390 ", 46 , 252 , 34 ," 2,122 ", 243 ," 1,512 "," 1,548 ", 169 , 240 , 189 
HH4012,27,500,03985,000000,Sub-District - Deolgaon Raja,Total," 25,706 "," 20,730 "," 1,892 "," 11,770 ", 285 , 980 , 740 ," 15,767 ", 850 ," 5,932 "," 5,739 ", 602 , 443 ," 6,009 "
HH4012,27,500,03985,000000,Sub-District - Deolgaon Raja,Rural," 19,838 "," 16,659 "," 1,324 "," 7,584 ", 98 , 621 , 496 ," 11,792 ", 371 ," 3,742 "," 3,677 ", 309 , 123 ," 5,341 "
HH4012,27,500,03985,000000,Sub-District - Deolgaon Raja,Urban," 5,868 "," 4,071 ", 568 ," 4,186 ", 187 , 359 , 244 ," 3,975 ", 479 ," 2,190 "," 2,062 ", 293 , 320 , 668 
HH4012,27,500,03985,802670,Deulgaon Raja (M Cl),Urban," 5,868 "," 4,071 ", 568 ," 4,186 ", 187 , 359 , 244 ," 3,975 ", 479 ," 2,190 "," 2,062 ", 293 , 320 , 668 
HH4012,27,500,03986,000000,Sub-District - Sindkhed Raja,Total," 37,963 "," 29,950 "," 3,320 "," 13,150 ", 203 , 967 , 759 ," 22,057 ", 909 ," 5,939 "," 5,737 ", 685 , 228 ," 11,167 "
HH4012,27,500,03986,000000,Sub-District - Sindkhed Raja,Rural," 34,575 "," 27,204 "," 3,103 "," 11,172 ", 143 , 851 , 692 ," 19,732 ", 808 ," 5,053 "," 4,966 ", 568 , 148 ," 10,580 "
HH4012,27,500,03986,000000,Sub-District - Sindkhed Raja,Urban," 3,388 "," 2,746 ", 217 ," 1,978 ", 60 , 116 , 67 ," 2,325 ", 101 , 886 , 771 , 117 , 80 , 587 
HH4012,27,500,03986,802671,Sindkhed Raja (M Cl),Urban," 3,388 "," 2,746 ", 217 ," 1,978 ", 60 , 116 , 67 ," 2,325 ", 101 , 886 , 771 , 117 , 80 , 587 
HH4012,27,500,03987,000000,Sub-District - Lonar,Total," 32,825 "," 21,965 "," 2,575 "," 10,897 ", 172 , 922 , 790 ," 17,146 ", 582 ," 3,984 "," 4,350 ", 412 , 226 ," 11,479 "
HH4012,27,500,03987,000000,Sub-District - Lonar,Rural," 28,275 "," 19,232 "," 2,302 "," 8,290 ", 81 , 787 , 669 ," 14,186 ", 405 ," 3,126 "," 3,341 ", 293 , 117 ," 10,540 "
HH4012,27,500,03987,000000,Sub-District - Lonar,Urban," 4,550 "," 2,733 ", 273 ," 2,607 ", 91 , 135 , 121 ," 2,960 ", 177 , 858 ," 1,009 ", 119 , 109 , 939 
HH4012,27,500,03987,802672,Lonar (M Cl),Urban," 4,550 "," 2,733 ", 273 ," 2,607 ", 91 , 135 , 121 ," 2,960 ", 177 , 858 ," 1,009 ", 119 , 109 , 939 
HH4012,27,501,00000,000000,District - Akola,Total," 391,135 "," 221,129 "," 51,950 "," 176,674 "," 6,163 "," 18,069 "," 14,360 "," 164,233 "," 16,617 "," 126,856 "," 72,460 "," 9,037 "," 11,896 "," 124,492 "
HH4012,27,501,00000,000000,District - Akola,Rural," 247,752 "," 141,258 "," 24,954 "," 80,733 "," 1,264 "," 7,450 "," 7,370 "," 84,874 "," 4,923 "," 55,736 "," 26,026 "," 2,510 "," 1,378 "," 103,481 "
HH4012,27,501,00000,000000,District - Akola,Urban," 143,383 "," 79,871 "," 26,996 "," 95,941 "," 4,899 "," 10,619 "," 6,990 "," 79,359 "," 11,694 "," 71,120 "," 46,434 "," 6,527 "," 10,518 "," 21,011 "
HH4012,27,501,03988,000000,Sub-District - Telhara,Total," 37,284 "," 19,973 "," 3,806 "," 12,407 ", 187 , 778 , 927 ," 12,445 ", 731 ," 10,782 "," 4,310 ", 360 , 207 ," 15,148 "
HH4012,27,501,03988,000000,Sub-District - Telhara,Rural," 32,804 "," 17,103 "," 3,109 "," 9,665 ", 129 , 677 , 838 ," 10,064 ", 545 ," 8,604 "," 3,042 ", 229 , 107 ," 14,182 "
HH4012,27,501,03988,000000,Sub-District - Telhara,Urban," 4,480 "," 2,870 ", 697 ," 2,742 ", 58 , 101 , 89 ," 2,381 ", 186 ," 2,178 "," 1,268 ", 131 , 100 , 966 
HH4012,27,501,03988,802673,Telhara (M Cl),Urban," 4,480 "," 2,870 ", 697 ," 2,742 ", 58 , 101 , 89 ," 2,381 ", 186 ," 2,178 "," 1,268 ", 131 , 100 , 966 
HH4012,27,501,03989,000000,Sub-District - Akot,Total," 54,887 "," 29,741 "," 5,069 "," 21,892 ", 436 ," 2,050 "," 2,126 "," 20,901 "," 1,794 "," 16,281 "," 7,393 ", 906 , 610 ," 18,998 "
HH4012,27,501,03989,000000,Sub-District - Akot,Rural," 36,826 "," 21,123 "," 3,160 "," 12,464 ", 118 ," 1,105 "," 1,283 "," 12,139 ", 746 ," 7,986 "," 3,600 ", 359 , 99 ," 15,202 "
HH4012,27,501,03989,000000,Sub-District - Akot,Urban," 18,061 "," 8,618 "," 1,909 "," 9,428 ", 318 , 945 , 843 ," 8,762 "," 1,048 "," 8,295 "," 3,793 ", 547 , 511 ," 3,796 "
HH4012,27,501,03989,802674,Akot (M Cl),Urban," 18,061 "," 8,618 "," 1,909 "," 9,428 ", 318 , 945 , 843 ," 8,762 "," 1,048 "," 8,295 "," 3,793 ", 547 , 511 ," 3,796 "
HH4012,27,501,03990,000000,Sub-District - Balapur,Total," 40,781 "," 20,894 "," 4,216 "," 13,132 ", 336 ," 1,497 "," 1,618 "," 15,280 ", 810 ," 7,345 "," 4,526 ", 481 , 369 ," 16,602 "
HH4012,27,501,03990,000000,Sub-District - Balapur,Rural," 33,084 "," 18,152 "," 3,265 "," 10,323 ", 293 ," 1,140 "," 1,300 "," 11,584 ", 703 ," 6,372 "," 3,726 ", 388 , 310 ," 14,164 "
HH4012,27,501,03990,000000,Sub-District - Balapur,Urban," 7,697 "," 2,742 ", 951 ," 2,809 ", 43 , 357 , 318 ," 3,696 ", 107 , 973 , 800 , 93 , 59 ," 2,438 "
HH4012,27,501,03990,802675,Balapur (M Cl),Urban," 7,697 "," 2,742 ", 951 ," 2,809 ", 43 , 357 , 318 ," 3,696 ", 107 , 973 , 800 , 93 , 59 ," 2,438 "
HH4012,27,501,03991,000000,Sub-District - Akola,Total," 153,016 "," 88,979 "," 29,341 "," 95,365 "," 4,682 "," 10,917 "," 6,930 "," 78,845 "," 10,670 "," 70,327 "," 44,488 "," 6,016 "," 10,059 "," 28,671 "
HH4012,27,501,03991,000000,Sub-District - Akola,Rural," 51,911 "," 30,247 "," 7,515 "," 21,113 ", 344 ," 2,100 "," 1,604 "," 20,841 "," 1,131 "," 16,007 "," 6,861 ", 543 , 474 ," 17,311 "
HH4012,27,501,03991,000000,Sub-District - Akola,Urban," 101,105 "," 58,732 "," 21,826 "," 74,252 "," 4,338 "," 8,817 "," 5,326 "," 58,004 "," 9,539 "," 54,320 "," 37,627 "," 5,473 "," 9,585 "," 11,360 "
HH4012,27,501,03991,802676,Akola (M Corp.),Urban," 85,027 "," 49,161 "," 18,822 "," 63,007 "," 3,996 "," 7,594 "," 4,689 "," 48,166 "," 8,821 "," 44,710 "," 32,635 "," 5,074 "," 8,684 "," 9,651 "
HH4012,27,501,03991,530164,Umari Pr. Akola (CT),Urban," 1,271 ", 777 , 352 , 877 , 4 , 41 , 34 , 832 , 35 , 827 , 292 , 11 , 23 , 125 
HH4012,27,501,03991,530165,Umri Pragane Balapur (CT),Urban," 4,535 "," 2,767 ", 641 ," 3,309 ", 67 , 227 , 162 ," 3,012 ", 167 ," 3,121 "," 1,403 ", 83 , 189 , 373 
HH4012,27,501,03991,530166,Shivar (CT),Urban," 1,388 ", 701 , 321 , 953 , 39 , 110 , 44 , 788 , 40 , 872 , 165 , 25 , 14 , 133 
HH4012,27,501,03991,530167,Shivani (CT),Urban," 2,882 ", 812 , 281 ," 1,391 ", 28 , 166 , 81 ," 1,105 ", 34 ," 1,334 ", 203 , 28 , 24 , 646 
HH4012,27,501,03991,530168,Malkapur (CT),Urban," 3,402 "," 2,407 ", 848 ," 2,664 ", 128 , 402 , 232 ," 2,187 ", 240 ," 1,990 "," 1,599 ", 136 , 388 , 278 
HH4012,27,501,03991,530169,Khadki Bk (CT),Urban," 2,600 "," 2,107 ", 561 ," 2,051 ", 76 , 277 , 84 ," 1,914 ", 202 ," 1,466 "," 1,330 ", 116 , 263 , 154 
HH4012,27,501,03992,000000,Sub-District - Murtijapur,Total," 39,912 "," 25,045 "," 4,036 "," 16,026 ", 291 ," 1,190 "," 1,250 "," 15,704 "," 1,556 "," 11,508 "," 5,536 ", 680 , 399 ," 13,801 "
HH4012,27,501,03992,000000,Sub-District - Murtijapur,Rural," 31,760 "," 20,182 "," 2,788 "," 10,929 ", 183 , 927 ," 1,009 "," 11,053 ", 804 ," 7,432 "," 3,200 ", 452 , 179 ," 12,463 "
HH4012,27,501,03992,000000,Sub-District - Murtijapur,Urban," 8,152 "," 4,863 "," 1,248 "," 5,097 ", 108 , 263 , 241 ," 4,651 ", 752 ," 4,076 "," 2,336 ", 228 , 220 ," 1,338 "
HH4012,27,501,03992,802677,Murtijapur (M Cl),Urban," 8,152 "," 4,863 "," 1,248 "," 5,097 ", 108 , 263 , 241 ," 4,651 ", 752 ," 4,076 "," 2,336 ", 228 , 220 ," 1,338 "
HH4012,27,501,03993,000000,Sub-District - Patur,Total," 30,806 "," 16,456 "," 2,125 "," 8,337 ", 133 , 719 , 660 ," 10,287 ", 407 ," 5,018 "," 3,127 ", 301 , 159 ," 15,002 "
HH4012,27,501,03993,000000,Sub-District - Patur,Rural," 26,918 "," 14,410 "," 1,760 "," 6,724 ", 99 , 583 , 487 ," 8,422 ", 345 ," 3,740 "," 2,517 ", 246 , 116 ," 13,889 "
HH4012,27,501,03993,000000,Sub-District - Patur,Urban," 3,888 "," 2,046 ", 365 ," 1,613 ", 34 , 136 , 173 ," 1,865 ", 62 ," 1,278 ", 610 , 55 , 43 ," 1,113 "
HH4012,27,501,03993,802678,Patur (M Cl),Urban," 3,888 "," 2,046 ", 365 ," 1,613 ", 34 , 136 , 173 ," 1,865 ", 62 ," 1,278 ", 610 , 55 , 43 ," 1,113 "
HH4012,27,501,03994,000000,Sub-District - Barshitakli,Total," 34,449 "," 20,041 "," 3,357 "," 9,515 ", 98 , 918 , 849 ," 10,771 ", 649 ," 5,595 "," 3,080 ", 293 , 93 ," 16,270 "
HH4012,27,501,03994,000000,Sub-District - Barshitakli,Rural," 34,449 "," 20,041 "," 3,357 "," 9,515 ", 98 , 918 , 849 ," 10,771 ", 649 ," 5,595 "," 3,080 ", 293 , 93 ," 16,270 "
HH4012,27,501,03994,000000,Sub-District - Barshitakli,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,502,00000,000000,District - Washim,Total," 257,892 "," 159,963 "," 21,548 "," 97,022 "," 1,875 "," 8,882 "," 7,506 "," 111,191 "," 6,965 "," 66,675 "," 37,729 "," 3,623 "," 2,868 "," 90,270 "
HH4012,27,502,00000,000000,District - Washim,Rural," 217,490 "," 138,285 "," 18,153 "," 72,890 ", 980 ," 6,865 "," 5,882 "," 88,716 "," 4,772 "," 48,536 "," 26,224 "," 2,345 "," 1,145 "," 82,531 "
HH4012,27,502,00000,000000,District - Washim,Urban," 40,402 "," 21,678 "," 3,395 "," 24,132 ", 895 ," 2,017 "," 1,624 "," 22,475 "," 2,193 "," 18,139 "," 11,505 "," 1,278 "," 1,723 "," 7,739 "
HH4012,27,502,03995,000000,Sub-District - Malegaon,Total," 40,922 "," 24,050 "," 3,737 "," 14,417 ", 238 ," 1,668 "," 1,215 "," 17,752 ", 860 ," 9,963 "," 5,229 ", 511 , 297 ," 14,422 "
HH4012,27,502,03995,000000,Sub-District - Malegaon,Rural," 40,922 "," 24,050 "," 3,737 "," 14,417 ", 238 ," 1,668 "," 1,215 "," 17,752 ", 860 ," 9,963 "," 5,229 ", 511 , 297 ," 14,422 "
HH4012,27,502,03995,000000,Sub-District - Malegaon,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,502,03996,000000,Sub-District - Mangrulpir,Total," 37,801 "," 26,215 "," 3,235 "," 14,264 ", 210 ," 1,016 ", 976 ," 16,517 ", 726 ," 9,454 "," 5,444 ", 538 , 299 ," 13,200 "
HH4012,27,502,03996,000000,Sub-District - Mangrulpir,Rural," 32,027 "," 23,018 "," 2,859 "," 11,413 ", 103 , 799 , 799 ," 13,433 ", 507 ," 7,278 "," 4,103 ", 364 , 138 ," 11,787 "
HH4012,27,502,03996,000000,Sub-District - Mangrulpir,Urban," 5,774 "," 3,197 ", 376 ," 2,851 ", 107 , 217 , 177 ," 3,084 ", 219 ," 2,176 "," 1,341 ", 174 , 161 ," 1,413 "
HH4012,27,502,03996,802679,Mangrulpir (M Cl),Urban," 5,774 "," 3,197 ", 376 ," 2,851 ", 107 , 217 , 177 ," 3,084 ", 219 ," 2,176 "," 1,341 ", 174 , 161 ," 1,413 "
HH4012,27,502,03997,000000,Sub-District - Karanja,Total," 47,194 "," 27,610 "," 3,598 "," 18,629 ", 396 ," 1,374 "," 1,416 "," 18,104 "," 1,675 "," 13,001 "," 6,924 ", 607 , 547 ," 17,214 "
HH4012,27,502,03997,000000,Sub-District - Karanja,Rural," 34,216 "," 21,381 "," 2,648 "," 11,634 ", 174 , 803 , 973 ," 11,450 ", 897 ," 7,600 "," 3,758 ", 303 , 142 ," 14,254 "
HH4012,27,502,03997,000000,Sub-District - Karanja,Urban," 12,978 "," 6,229 ", 950 ," 6,995 ", 222 , 571 , 443 ," 6,654 ", 778 ," 5,401 "," 3,166 ", 304 , 405 ," 2,960 "
HH4012,27,502,03997,802680,Karanja (M Cl),Urban," 12,978 "," 6,229 ", 950 ," 6,995 ", 222 , 571 , 443 ," 6,654 ", 778 ," 5,401 "," 3,166 ", 304 , 405 ," 2,960 "
HH4012,27,502,03998,000000,Sub-District - Manora,Total," 35,934 "," 20,565 "," 2,748 "," 8,892 ", 144 ," 1,319 "," 1,008 "," 10,286 ", 787 ," 4,914 "," 2,883 ", 353 , 150 ," 18,307 "
HH4012,27,502,03998,000000,Sub-District - Manora,Rural," 35,934 "," 20,565 "," 2,748 "," 8,892 ", 144 ," 1,319 "," 1,008 "," 10,286 ", 787 ," 4,914 "," 2,883 ", 353 , 150 ," 18,307 "
HH4012,27,502,03998,000000,Sub-District - Manora,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,502,03999,000000,Sub-District - Washim,Total," 53,173 "," 33,585 "," 4,405 "," 23,347 ", 608 ," 1,979 "," 1,575 "," 26,717 "," 1,614 "," 20,015 "," 10,849 ", 950 ," 1,196 "," 14,456 "
HH4012,27,502,03999,000000,Sub-District - Washim,Rural," 38,083 "," 24,746 "," 2,893 "," 12,941 ", 138 , 941 , 822 ," 17,664 ", 699 ," 11,563 "," 5,398 ", 320 , 189 ," 12,527 "
HH4012,27,502,03999,000000,Sub-District - Washim,Urban," 15,090 "," 8,839 "," 1,512 "," 10,406 ", 470 ," 1,038 ", 753 ," 9,053 ", 915 ," 8,452 "," 5,451 ", 630 ," 1,007 "," 1,929 "
HH4012,27,502,03999,802681,Washim (M Cl),Urban," 15,090 "," 8,839 "," 1,512 "," 10,406 ", 470 ," 1,038 ", 753 ," 9,053 ", 915 ," 8,452 "," 5,451 ", 630 ," 1,007 "," 1,929 "
HH4012,27,502,04000,000000,Sub-District - Risod,Total," 42,868 "," 27,938 "," 3,825 "," 17,473 ", 279 ," 1,526 "," 1,316 "," 21,815 "," 1,303 "," 9,328 "," 6,400 ", 664 , 379 ," 12,671 "
HH4012,27,502,04000,000000,Sub-District - Risod,Rural," 36,308 "," 24,525 "," 3,268 "," 13,593 ", 183 ," 1,335 "," 1,065 "," 18,131 "," 1,022 "," 7,218 "," 4,853 ", 494 , 229 ," 11,234 "
HH4012,27,502,04000,000000,Sub-District - Risod,Urban," 6,560 "," 3,413 ", 557 ," 3,880 ", 96 , 191 , 251 ," 3,684 ", 281 ," 2,110 "," 1,547 ", 170 , 150 ," 1,437 "
HH4012,27,502,04000,802682,Risod (M Cl),Urban," 6,560 "," 3,413 ", 557 ," 3,880 ", 96 , 191 , 251 ," 3,684 ", 281 ," 2,110 "," 1,547 ", 170 , 150 ," 1,437 "
